order_id,order_date,customer_name,customer_email,product,category,quantity,unit_price,country
1021,2024-12-23,علی محمدی,ali.mohammadi@email.com,چای ایرانی,غذایی,2,30,اردن
1022,2024-12-23,فاطمه رضایی,fateme.rezaei@email.com,کیبورد مکانیکی,الکترونیکی,7,800,امارات
1023,2024-12-23,رضا شاهرخی,reza.shahrokhi@email.com,کتاب داتا‌ساینس,کتاب,9,180,اردن
1024,2024-12-23,حسن نوری,hassan.nouri@email.com,لپ‌تاپ HP,الکترونیکی,9,2500,ترکیه
1025,2024-12-23,نرگس فرهادی,narges.fahadi@email.com,موس لاجیک,الکترونیکی,7,150,کویت
1026,2024-12-23,احمد علی,ahmad.ali@email.com,شارژر سریع,الکترونیکی,9,250,امارات
1027,2024-12-23,محمد کریمی,mohammad.karimi@email.com,چای ایرانی,غذایی,3,30,قطر
1028,2024-12-23,علی محمدی,ali.mohammadi@email.com,چای ایرانی,غذایی,10,30,ایران
1029,2024-12-23,احمد علی,ahmad.ali@email.com,موس لاجیک,الکترونیکی,5,150,سعودی
1030,2024-12-23,زهرا حسنی,zahra.hasani@email.com,کلاه ورزشی,پوشاک,2,200,ترکیه
1031,2024-12-23,فاطمه رضایی,fateme.rezaei@email.com,چای ایرانی,غذایی,3,30,امارات
1032,2024-12-23,حسن نوری,hassan.nouri@email.com,کیبورد مکانیکی,الکترونیکی,9,800,کویت
1033,2024-12-23,رضا شاهرخی,reza.shahrokhi@email.com,هدفون Sony,الکترونیکی,5,600,قطر
1034,2024-12-23,نرگس فرهادی,narges.fahadi@email.com,قهوه اسپرسو,غذایی,2,50,اردن
1035,2024-12-23,فاطمه رضایی,fateme.rezaei@email.com,کتاب پایتون,کتاب,10,120,ایران
1036,2024-12-23,سارا سلطانی,sara.soltani@email.com,هدفون Sony,الکترونیکی,2,600,ایران
1037,2024-12-23,احمد علی,ahmad.ali@email.com,هدفون Sony,الکترونیکی,1,600,ترکیه
1038,2024-12-23,فاطمه رضایی,fateme.rezaei@email.com,چای ایرانی,غذایی,5,30,قطر
1039,2024-12-23,زهرا حسنی,zahra.hasani@email.com,چای ایرانی,غذایی,10,30,امارات
1040,2024-12-23,زهرا حسنی,zahra.hasani@email.com,قهوه اسپرسو,غذایی,0,50,لبنان
1041,2024-12-23,نرگس فرهادی,narges.fahadi@email.com,کتاب داتا‌ساینس,کتاب,8,180,لبنان
1042,2024-12-23,احمد علی,ahmad.ali@email.com,موس لاجیک,الکترونیکی,7,150,ایران
1043,2024-12-23,فاطمه رضایی,fateme.rezaei@email.com,هدفون Sony,الکترونیکی,4,600,قطر
1044,2024-12-23,علی محمدی,ali.mohammadi@email.com,کتاب داتا‌ساینس,کتاب,5,180,امارات
1045,2024-12-23,فاطمه رضایی,fateme.rezaei@email.com,قهوه اسپرسو,غذایی,1,50,ترکیه
1046,2024-12-23,حسن نوری,hassan.nouri@email.com,لپ‌تاپ HP,الکترونیکی,4,2500,ترکیه
1047,2024-12-23,مریم تقی‌زاده,maryam.tagizade@email.com,قهوه اسپرسو,غذایی,7,50,قطر
1048,2024-12-23,علی محمدی,ali.mohammadi@email.com,کتاب داتا‌ساینس,کتاب,7,180,ایران
1049,2024-12-23,مریم تقی‌زاده,maryam.tagizade@email.com,شارژر سریع,الکترونیکی,9,250,لبنان
1050,2024-12-23,مریم تقی‌زاده,maryam.tagizade@email.com,کیبورد مکانیکی,الکترونیکی,5,800,قطر
